Student_ID,Attendance,Current_GPA,Previous_GPA,Assignment_Rate,Backlogs,Occupancy_Rate,Electricity_Usage,Internet_Usage,Maintenance_Complaints,Temperature,Humidity,Rainfall,Water_Level,Air_Quality_Index,Risk_Score,Risk_Level,Risk_Factors,Recommended_Action
ST1677,42,8.72,9.88,33,3,54,1271.4,93,8,37.1,32,11.9,29,200,51.8,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1678,40,4.54,7.61,36,0,55,1144,72,13,34.8,72,72.5,60,176,68.2,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1679,72,6.51,7.49,64,0,100,1147.6,46,3,33.5,60,14.5,90,217,41.1,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1680,79,9.27,8.49,77,3,52,1440.5,88,12,39.6,99,9.4,45,78,23.8,Low,Backlogs,Continue regular monitoring
ST1681,49,9.67,8.87,74,5,88,725.4,52,8,21.7,96,63.3,76,108,48.3,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1682,82,6.8,7.94,48,4,74,401.2,36,14,27.3,85,48.3,10,211,53.9,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1683,83,7.68,4.77,92,2,91,699.2,73,12,25.5,92,70.7,36,43,27.2,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1684,68,5,6.03,67,4,50,639.7,82,1,41.7,44,10.7,49,236,68.4,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1685,52,9.95,9.57,96,2,98,1128,100,14,28.6,39,51.7,93,163,28.9,Low,Low attendance; Backlogs; High water level,Continue regular monitoring
ST1686,51,5.39,5.35,88,3,60,1097.1,63,11,36.1,67,21,23,199,61.1,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1687,70,9.66,6.23,98,0,90,1052.8,75,9,35.1,76,118.5,78,99,18.2,Low,Low attendance; Heavy rainfall; High water level,Continue regular monitoring
ST1688,85,7.9,6.59,42,5,93,417.9,97,15,24.7,86,67.3,96,153,65.3,Medium,Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1689,41,7.65,6.64,76,0,50,1201.7,45,11,25.3,79,82.5,88,184,45.7,Medium,Low attendance; Heavy rainfall; High water level,Monitor performance and attendance
ST1690,100,7.08,7.68,90,4,69,755.9,100,3,26.2,100,39.1,15,232,35.5,Low,Declining GPA; Backlogs,Continue regular monitoring
ST1691,90,5.38,9.66,60,0,99,1131.6,48,4,29,44,11.4,42,151,34.7,Low,Declining GPA,Continue regular monitoring
ST1692,89,5.06,5.44,51,3,87,1012.2,31,1,25.2,47,117.1,64,245,70.6,High,Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1693,74,5.32,4.73,72,5,92,777,39,9,20.4,31,34.4,28,111,68.7,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1694,62,5.12,5.18,96,4,74,548,79,0,39.3,72,50.9,86,185,70.5,High,Low attendance; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1695,56,8.68,9.32,83,5,61,503.9,41,6,41.2,55,78,38,188,51.7,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1696,65,6.1,7.87,39,2,77,1314.7,99,15,27.5,100,3,70,111,55.5,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1697,47,4.35,5.72,71,0,70,1410.2,51,9,27.4,67,97.2,79,100,68.7,Medium,Low attendance; Declining GPA; Heavy rainfall; High water level,Monitor performance and attendance
ST1698,68,9.81,8.9,93,5,53,1114.8,61,0,20.2,71,64.4,88,161,41.4,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1699,65,9.3,9.17,50,1,63,513.8,30,15,35,34,33.4,89,90,31.5,Low,Low attendance; Low assignment completion; High water level,Continue regular monitoring
ST1700,49,9.57,9.08,95,0,89,842.2,83,10,38.2,40,7.4,33,233,10.6,Low,Low attendance,Continue regular monitoring
ST1701,65,9.97,9.51,70,2,88,1201.8,87,10,23.2,94,19.5,32,198,19.3,Low,Low attendance; Backlogs,Continue regular monitoring
ST1702,73,5.04,5.51,53,5,71,1257.8,99,7,23.5,63,107.4,19,84,86.2,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1703,90,6.38,8.53,64,4,75,530,47,2,37.4,30,82.3,63,240,55.4,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1704,80,8.55,6.76,85,2,71,400,35,13,33.6,31,30,50,71,21,Low,Backlogs,Continue regular monitoring
ST1705,46,8.18,9.05,59,1,94,1183.4,74,9,21,49,7.9,58,242,36.4,Low,Low attendance; Declining GPA; Low assignment completion,Continue regular monitoring
ST1706,43,4.92,8.37,86,5,54,792.3,52,5,33.7,90,82.9,26,49,85.4,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1707,97,8.89,8.66,76,3,82,679.9,52,6,26.8,50,68.7,65,204,22,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1708,92,5.35,7.94,64,0,97,414.2,55,9,28.1,97,48.5,54,226,33.3,Low,Declining GPA,Continue regular monitoring
ST1709,89,5.34,5.06,48,4,74,994.3,36,0,36.9,41,43.6,39,229,62.2,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1710,84,7.22,7.27,37,3,42,1336.3,73,13,37.8,51,26,53,118,46.4,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1711,50,7.56,9.91,55,5,55,1453.4,56,5,28.8,49,80.4,83,177,75.2,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1712,68,7.48,9.62,100,5,44,1022.3,55,6,40.8,30,116.5,64,117,61.1,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1713,95,4.55,4.26,59,2,60,965.9,65,5,28.9,59,21.1,28,61,51.4,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1714,75,9.26,4.99,36,5,100,493.6,84,3,37,53,71.7,38,158,49.3,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1715,64,5.59,4.79,96,4,49,1003.8,93,0,30.6,43,50.9,11,46,58.9,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1716,60,4.78,8.36,94,3,58,818,86,10,39.7,65,53.6,45,171,61,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1717,100,9.33,8.91,65,4,64,1067.8,98,8,40,98,30.5,28,246,24.1,Low,Backlogs,Continue regular monitoring
ST1718,96,9.73,5.28,54,1,43,827.6,90,3,21.9,53,99,16,186,15.8,Low,Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1719,75,9.17,7.04,66,1,100,664.3,31,6,40.6,89,58.2,35,91,16.4,Low,No major risk factors,Continue regular monitoring
ST1720,49,8.86,9.04,30,0,68,504.5,84,6,38.2,84,65.2,88,37,40,Low,Low attendance; Low assignment completion; Heavy rainfall; High water level,Continue regular monitoring
ST1721,76,7.93,8.4,44,0,58,746.4,67,1,37.4,53,36.6,47,96,24.4,Low,Low assignment completion,Continue regular monitoring
ST1722,48,7.31,7.25,66,1,82,506.3,58,0,24.4,53,21.8,12,64,40.7,Medium,Low attendance,Monitor performance and attendance
ST1723,63,4.52,7.54,42,5,41,594.6,55,7,37.7,83,10.3,89,235,94.2,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1724,74,6.45,7.05,37,4,49,1486.1,64,7,38.7,55,85.7,75,134,70.1,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1725,88,6.24,5.79,34,1,100,888.5,96,6,26.4,95,23.5,80,106,45.4,Medium,Low assignment completion; High water level,Monitor performance and attendance
ST1726,74,5.56,7.39,89,0,82,985.1,58,13,40.9,67,82.8,52,159,38,Low,Low attendance; Declining GPA; Heavy rainfall,Continue regular monitoring
ST1727,87,8.34,8.13,30,1,64,1361,63,14,21.1,94,46.8,71,196,26.8,Low,Low assignment completion,Continue regular monitoring
ST1728,75,6.98,9.24,65,5,59,1495.1,70,14,23.3,80,49.9,80,241,61.9,Medium,Declining GPA; Backlogs; High water level,Monitor performance and attendance
ST1729,57,4.49,7.82,64,1,87,1041,70,14,31.8,64,56.3,33,178,59,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1730,88,5.32,8.57,95,4,58,1293.7,52,14,32.7,72,44.1,48,111,52.1,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1731,78,8.1,4.96,92,3,62,759.6,100,7,34.2,58,12.1,77,41,32.7,Low,Backlogs; High water level,Continue regular monitoring
ST1732,71,4.46,6.77,52,5,63,736.3,32,15,20.4,66,37.2,53,191,80.8,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1733,63,9.11,4.06,38,0,50,843,87,2,41.1,87,79.6,14,111,26.2,Low,Low attendance; Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1734,62,6.97,5.48,63,4,85,1139.8,61,10,21,83,79.9,64,211,61.2,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1735,71,6.88,8.36,75,1,73,1150.4,60,1,23.1,68,34.3,39,96,33.2,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1736,76,7.55,9.95,33,1,94,746.8,72,6,20.3,71,55.2,38,44,35.8,Low,Declining GPA; Low assignment completion,Continue regular monitoring
ST1737,51,8.95,4.6,59,3,67,546.5,36,7,32.5,57,23.2,35,127,40.8,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1738,88,6.09,6.41,32,0,44,1095.6,30,0,40.5,58,25.2,92,198,46.4,Medium,Low assignment completion; High water level,Monitor performance and attendance
ST1739,94,8.07,8.8,43,0,98,541.2,90,11,34.7,72,2.8,35,154,16.7,Low,Declining GPA; Low assignment completion,Continue regular monitoring
ST1740,52,7.39,5.22,89,2,44,1036.3,43,9,38.1,32,107.6,46,128,50.2,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1741,62,5.6,7.33,74,0,90,1162.8,81,15,20.3,39,25.3,100,153,54,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1742,64,9.27,8.4,63,3,60,1170.7,35,8,31.9,88,27.3,62,43,32.6,Low,Low attendance; Backlogs,Continue regular monitoring
ST1743,74,8.78,7.7,74,2,51,1228.8,39,14,30.1,43,33.6,39,38,24,Low,Low attendance; Backlogs,Continue regular monitoring
ST1744,80,7.95,5.13,90,2,89,1360.1,100,12,31,76,15.3,12,102,24.4,Low,Backlogs,Continue regular monitoring
ST1745,69,9.1,6.13,45,1,43,950,59,14,21.6,71,76.7,52,247,27.8,Low,Low attendance; Low assignment completion; Heavy rainfall,Continue regular monitoring
ST1746,56,9.2,8.7,95,1,93,1203.3,50,10,35.1,61,9,16,134,16.8,Low,Low attendance,Continue regular monitoring
ST1747,88,8.25,7.33,69,0,88,1081.1,89,3,31.1,61,16.1,58,28,11.8,Low,No major risk factors,Continue regular monitoring
ST1748,59,9.02,4.03,46,2,81,605.3,92,15,36.8,71,77.4,82,131,43.5,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1749,87,8.18,8.57,63,1,59,428.3,71,15,30.7,61,40.8,50,183,20.1,Low,No major risk factors,Continue regular monitoring
ST1750,64,8.08,4.21,45,3,77,713,80,13,23.3,55,85,86,121,58.5,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
